ID;HTS;TAMHOGAR;INGFAM;SEXO;AUTLIC;HORA;ORIGEN;DESTINO;JEFEHOGAR;NUMAUTO;NUMEST;NUMTRAB;LICTOT;CANTALT;ELECCION;TV1;TV2;TV3;TV4;TV5;TV6;TV7;TV8;TV9;TV6A;TV6M;TV7A;TV7M;TV8T;TV8M;TV9B;TV9M;TC1;TC2;TC3;TC4;TC5;TC6;TC7;TC8;TC9;TE3;TE4;TE5;TE6;TE7;TE8;TE9;CT1;CT2;CT3;CT4;CT5;CT6;CT7;CT8;CT9;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9
11;44;5;130,0;1;0,60;735;120;702;1;3;0;3;5;7;7;15,22;15,22;15,68;0,00;0,00;18,38;19,28;18,70;21,83;5,58;12,80;6,48;12,80;5,90;12,80;9,03;12,80;3,60;3,60;1,92;0,00;0,00;3,60;2,63;3,37;3,37;0,60;0,00;0,00;1,30;1,30;1,90;2,90;4,05;1,19;1,36;0,00;0,00;1,94;0,48;1,63;1,12;1;1;1;0;0;1;1;1;1
12;44;3;17,0;1;0,00;750;504;117;1;0;0;1;0;2;4;0,00;0,00;0,00;7,30;9,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,03;9,83;0,00;0,00;0,00;0,00;0,00;3,20;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,85;1,36;0,00;0,00;0,00;0,00;0;0;0;1;1;0;0;0;0
13;44;3;17,0;1;0,00;750;504;117;1;0;0;1;0;2;4;0,00;0,00;0,00;7,30;9,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,03;9,83;0,00;0,00;0,00;0,00;0,00;3,20;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,85;1,36;0,00;0,00;0,00;0,00;0;0;0;1;1;0;0;0;0
14;48;6;63,0;1;0,50;710;413;702;1;1;4;1;2;8;5;13,73;13,73;15,13;0,00;17,98;17,28;18,05;18,50;22,60;4,48;12,80;5,25;12,80;5,70;12,80;9,80;12,80;2,40;2,40;2,40;0,00;2,40;2,63;2,63;3,23;3,23;0,80;0,00;1,80;1,30;1,30;2,08;2,00;5,78;0,85;1,70;0,00;0,61;4,39;0,48;1,46;1,12;1;1;1;0;1;1;1;1;1
15;45;2;29,0;0;0,00;800;318;117;1;0;1;1;0;2;4;0,00;0,00;0,00;8,50;11,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,08;9,23;0,00;0,00;0,00;0,00;0,00;3,20;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,85;1,36;0,00;0,00;0,00;0,00;0;0;0;1;1;0;0;0;0
16;44;5;140,0;1;1,00;740;127;702;1;2;2;2;2;4;1;12,80;12,80;0,00;0,00;0,00;17,12;19,42;0,00;0,00;4,32;12,80;6,62;12,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,60;3,60;0,00;0,00;0,00;0,00;0,00;1,30;1,30;0,00;0,00;3,30;0,78;0,00;0,00;0,00;1,67;0,48;0,00;0,00;1;1;0;0;0;1;1;0;0
17;40;5;115,0;1;0,50;750;414;511;1;1;2;2;2;7;5;16,60;16,92;0,00;0,00;19,88;16,13;39,30;16,12;18,03;4,23;11,90;27,40;11,90;4,22;11,90;6,13;11,90;2,40;0,00;0,00;0,00;10,80;5,40;4,57;6,00;6,00;0,00;0,00;0,70;3,20;3,20;5,50;3,50;5,27;2,18;0,00;0,00;1,36;2,04;0,88;2,21;2,21;1;1;0;0;1;1;1;1;1
18;40;5;115,0;1;0,50;750;414;511;1;1;2;2;2;7;5;16,60;16,92;0,00;0,00;19,88;16,13;39,30;16,12;18,03;4,23;11,90;27,40;11,90;4,22;11,90;6,13;11,90;2,40;0,00;0,00;0,00;10,80;5,40;4,57;6,00;6,00;0,00;0,00;0,70;3,20;3,20;5,50;3,50;5,27;2,18;0,00;0,00;1,36;2,04;0,88;2,21;2,21;1;1;0;0;1;1;1;1;1
19;55;3;32,0;1;0,00;800;409;512;1;0;0;1;1;2;5;0,00;0,00;0,00;0,00;34,25;0,00;0,00;22,53;0,00;0,00;0,00;0,00;0,00;9,83;12,70;0,00;0,00;0,00;0,00;0,00;0,00;6,23;0,00;0,00;6,37;0,00;0,00;0,00;3,00;0,00;0,00;3,80;0,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;0,00;0;0;0;0;1;0;0;1;0
20;40;5;200,0;0;1,00;755;318;511;0;2;1;2;2;5;8;0,00;10,42;0,00;0,00;11,02;0,00;14,40;9,40;9,58;0,00;0,00;5,90;8,50;0,90;8,50;1,08;8,50;0,00;0,00;0,00;0,00;6,23;0,00;4,68;5,52;5,52;0,00;0,00;0,20;0,00;3,20;3,80;3,40;0,00;1,12;0,00;0,00;1,36;0,00;0,75;1,77;2,11;0;1;0;0;1;0;1;1;1
21;44;4;140,0;1;0,66;750;322;702;1;2;2;2;3;8;6;18,33;18,33;16,53;0,00;33,28;18,28;22,07;17,10;20,50;5,48;12,80;9,27;12,80;4,30;12,80;7,70;12,80;3,60;3,60;4,20;0,00;4,20;3,60;3,60;5,63;5,63;1,00;0,00;0,40;1,30;1,30;2,30;1,60;4,52;0,58;2,04;0,00;0,68;4,22;0,48;1,46;1,12;1;1;1;0;1;1;1;1;1
22;40;5;200,0;0;1,00;755;318;511;0;2;1;2;2;5;8;0,00;10,42;0,00;0,00;11,02;0,00;14,40;9,40;9,58;0,00;0,00;5,90;8,50;0,90;8,50;1,08;8,50;0,00;0,00;0,00;0,00;6,23;0,00;4,68;5,52;5,52;0,00;0,00;0,20;0,00;3,20;3,80;3,40;0,00;1,12;0,00;0,00;1,36;0,00;0,75;1,77;2,11;0;1;0;0;1;0;1;1;1
23;48;2;70,0;1;0,50;750;413;702;1;1;0;1;2;8;9;17,68;17,68;21,92;0,00;31,87;17,77;24,30;18,50;22,60;4,97;12,80;11,50;12,80;5,70;12,80;9,80;12,80;3,60;3,60;6,30;0,00;6,30;3,60;3,60;7,73;7,73;0,80;0,00;1,80;1,30;1,30;2,08;2,00;4,25;0,75;1,70;0,00;0,68;1,63;0,48;1,46;1,12;1;1;1;0;1;1;1;1;1
24;48;2;70,0;1;0,50;750;413;702;1;1;0;1;2;8;9;17,68;17,68;21,92;0,00;31,87;17,77;24,30;18,50;22,60;4,97;12,80;11,50;12,80;5,70;12,80;9,80;12,80;3,60;3,60;6,30;0,00;6,30;3,60;3,60;7,73;7,73;0,80;0,00;1,80;1,30;1,30;2,08;2,00;4,25;0,75;1,70;0,00;0,68;1,63;0,48;1,46;1,12;1;1;1;0;1;1;1;1;1
25;40;9;60,0;1;0,00;810;314;120;0;0;6;3;2;2;4;0,00;0,00;0,00;7,70;10,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,63;5,03;0,00;0,00;0,00;0,00;0,00;2,00;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,37;1,36;0,00;0,00;0,00;0,00;0;0;0;1;1;0;0;0;0
26;50;5;38,0;0;0,00;745;502;121;1;0;0;2;0;2;4;0,00;0,00;0,00;12,30;17,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,83;7,20;0,00;0,00;0,00;0,00;0,00;3,20;3,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,85;1,36;0,00;0,00;0,00;0,00;0;0;0;1;1;0;0;0;0
27;44;3;60,0;1;1,00;810;404;702;1;1;1;1;1;7;9;7,72;7,72;8,68;0,00;16,03;0,00;9,25;6,70;6,60;0,00;0,00;5,35;3,90;2,80;3,90;2,70;3,90;2,40;2,40;2,77;0,00;2,77;0,00;3,60;4,20;4,20;0,80;0,00;0,90;0,00;1,30;2,08;2,40;3,33;0,31;2,04;0,00;0,68;0,00;0,44;1,12;1,12;1;1;1;0;1;0;1;1;1
28;45;8;90,0;0;0,00;740;318;117;0;0;3;2;0;2;4;0,00;0,00;0,00;10,20;11,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;10,08;0,00;0,00;0,00;0,00;0,00;3,20;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,85;1,36;0,00;0,00;0,00;0,00;0;0;0;1;1;0;0;0;0
29;44;3;60,0;1;1,00;810;404;702;1;1;1;1;1;7;9;7,72;7,72;8,68;0,00;16,03;0,00;9,25;6,70;6,60;0,00;0,00;5,35;3,90;2,80;3,90;2,70;3,90;2,40;2,40;2,77;0,00;2,77;0,00;3,60;4,20;4,20;0,80;0,00;0,90;0,00;1,30;2,08;2,40;3,33;0,31;2,04;0,00;0,68;0,00;0,44;1,12;1,12;1;1;1;0;1;0;1;1;1
30;44;2;67,0;1;1,00;810;305;700;1;1;0;1;1;5;4;4,08;4,08;9,60;7,60;19,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;12,12;15,72;12,12;0,00;0,00;0,00;0,00;0,30;1,30;0,20;0,00;0,00;0,00;0,00;0,41;0,20;2,04;0,44;0,68;0,00;0,00;0,00;0,00;1;1;1;1;1;0;0;0;0
31;44;2;67,0;1;1,00;810;305;700;1;1;0;1;1;5;4;4,08;4,08;9,60;7,60;19,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;12,12;15,72;12,12;0,00;0,00;0,00;0,00;0,30;1,30;0,20;0,00;0,00;0,00;0,00;0,41;0,20;2,04;0,44;0,68;0,00;0,00;0,00;0,00;1;1;1;1;1;0;0;0;0
32;50;5;115,0;1;1,00;745;500;110;1;1;3;2;1;3;4;14,57;0,00;0,00;12,70;16,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,40;0,00;0,00;14,40;4,80;0,00;0,00;0,00;0,00;0,00;3,20;0,50;0,00;0,00;0,00;0,00;4,96;0,00;0,00;0,85;1,36;0,00;0,00;0,00;0,00;1;0;0;1;1;0;0;0;0
33;44;2;62,0;1;1,00;805;406;700;1;1;0;1;1;4;4;0,00;12,02;15,65;11,50;24,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,77;10,80;14,17;10,80;0,00;0,00;0,00;0,00;0,80;1,30;0,90;0,00;0,00;0,00;0,00;0,00;0,44;2,04;0,44;0,68;0,00;0,00;0,00;0,00;0;1;1;1;1;0;0;0;0
34;44;4;65,0;1;0,50;805;417;702;1;1;2;1;2;8;3;14,32;14,32;17,98;0,00;27,02;13,75;17,35;13,40;13,70;9,85;3,90;13,45;3,90;9,50;3,90;9,80;3,90;11,77;11,77;9,72;0,00;9,72;7,92;7,92;10,32;10,32;0,80;0,00;0,90;1,30;1,30;2,08;2,00;2,48;0,41;2,04;0,00;0,68;1,56;0,48;2,48;1,12;1;1;1;0;1;1;1;1;1
35;44;3;33,0;1;0,00;800;411;104;1;0;0;1;1;3;5;0,00;0,00;18,85;12,70;18,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,32;26,77;7,32;0,00;0,00;0,00;0,00;1,30;3,20;0,50;0,00;0,00;0,00;0,00;0,00;0,00;2,72;0,85;1,36;0,00;0,00;0,00;0,00;0;0;1;1;1;0;0;0;0
36;50;4;65,0;1;0,50;805;114;701;0;1;2;2;2;6;8;14,67;14,67;19,00;0,00;0,00;19,63;27,75;17,97;0,00;5,63;14,00;13,75;14,00;3,97;14,00;0,00;0,00;11,77;11,77;8,88;0,00;0,00;7,20;7,20;8,40;0,00;0,60;0,00;0,00;1,30;1,30;1,90;0,00;2,79;0,54;2,04;0,00;0,00;1,46;0,44;1,12;0,00;1;1;1;0;0;1;1;1;0
37;44;4;140,0;1;1,00;750;314;701;1;2;2;2;2;8;9;14,33;14,33;15,87;0,00;33,28;14,90;16,82;15,00;16,80;2,00;12,90;3,92;12,90;1,00;14,00;2,80;14,00;11,77;11,77;8,22;0,00;8,22;7,20;7,20;7,73;7,73;0,40;0,00;0,70;1,30;1,30;1,70;1,50;2,92;0,61;2,04;0,00;0,68;1,33;0,44;1,46;1,12;1;1;1;0;1;1;1;1;1
38;44;4;140,0;1;1,00;750;314;701;1;2;2;2;2;8;9;14,33;14,33;15,87;0,00;33,28;14,90;16,82;15,00;16,80;2,00;12,90;3,92;12,90;1,00;14,00;2,80;14,00;11,77;11,77;8,22;0,00;8,22;7,20;7,20;7,73;7,73;0,40;0,00;0,70;1,30;1,30;1,70;1,50;2,92;0,61;2,04;0,00;0,68;1,33;0,44;1,46;1,12;1;1;1;0;1;1;1;1;1
39;50;5;87,0;1;1,00;750;307;104;1;1;2;2;1;3;5;8,97;0,00;0,00;6,20;8,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,40;0,00;0,00;15,37;5,52;0,00;0,00;0,00;0,00;0,00;3,20;0,10;0,00;0,00;0,00;0,00;3,64;0,00;0,00;0,85;1,36;0,00;0,00;0,00;0,00;1;0;0;1;1;0;0;0;0
40;44;4;65,0;0;0,50;745;315;701;0;1;2;2;2;7;9;0,00;14,82;16,87;0,00;35,93;16,38;18,23;16,00;18,90;2,38;14,00;4,23;14,00;2,00;14,00;4,90;14,00;0,00;11,77;8,17;0,00;8,17;7,20;7,20;7,68;7,68;0,40;0,00;0,70;1,30;1,30;1,70;1,50;0,00;0,54;2,04;0,00;0,68;1,33;0,44;1,46;1,12;0;1;1;0;1;1;1;1;1
41;40;5;80,0;0;1,00;745;314;512;0;1;1;2;1;3;4;0,00;0,00;0,00;9,30;12,27;0,00;16,22;0,00;0,00;0,00;0,00;8,12;8,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,97;7,92;0,00;11,52;0,00;0,00;0,00;3,20;0,20;0,00;3,20;0,00;0,00;0,00;0,00;0,00;0,85;1,36;0,00;0,85;0,00;0,00;0;0;0;1;1;0;1;0;0
42;44;4;53,0;1;0,50;750;511;701;1;1;2;1;2;8;5;23,38;23,38;19,15;0,00;35,32;20,07;28,17;18,55;21,82;6,07;14,00;14,17;14,00;4,55;14,00;7,82;14,00;11,77;11,77;9,83;0,00;9,83;7,20;7,20;9,37;9,37;0,50;0,00;1,60;1,30;1,30;1,80;1,80;2,75;0,54;2,04;0,00;0,68;1,53;0,48;1,46;1,12;1;1;1;0;1;1;1;1;1
43;40;5;80,0;0;1,00;745;314;512;0;1;1;2;1;3;4;0,00;0,00;0,00;9,30;12,27;0,00;16,22;0,00;0,00;0,00;0,00;8,12;8,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,97;7,92;0,00;11,52;0,00;0,00;0,00;3,20;0,20;0,00;3,20;0,00;0,00;0,00;0,00;0,00;0,85;1,36;0,00;0,85;0,00;0,00;0;0;0;1;1;0;1;0;0
44;45;4;180,0;0;1,00;810;512;700;0;4;0;2;4;6;1;19,30;19,30;17,28;0,00;32,37;19,67;23,58;0,00;0,00;4,57;15,10;8,48;15,10;0,00;0,00;0,00;0,00;8,40;8,40;7,92;0,00;7,92;5,03;5,03;0,00;0,00;0,50;0,00;0,90;1,30;1,30;0,00;0,00;0,99;0,51;2,04;0,00;0,68;1,12;0,44;0,00;0,00;1;1;1;0;1;1;1;0;0
45;44;5;40,0;0;0,00;800;319;512;1;0;2;2;0;3;5;0,00;0,00;15,92;0,00;22,92;0,00;0,00;12,73;0,00;0,00;0,00;0,00;0,00;3,43;9,30;0,00;0,00;0,00;0,00;6,72;0,00;6,72;0,00;0,00;15,23;0,00;2,30;0,00;0,20;0,00;0,00;5,50;0,00;0,00;0,00;2,72;0,00;1,36;0,00;0,00;2,21;0,00;0;0;1;0;1;0;0;1;0
46;45;4;80,0;1;0,50;810;409;701;0;2;2;2;4;7;7;15,57;15,57;19,22;0,00;28,88;15,27;18,98;0,00;16,80;4,87;10,40;8,58;10,40;0,00;0,00;2,80;14,00;11,77;11,77;7,80;0,00;7,80;7,20;7,20;0,00;9,23;0,80;0,00;0,90;1,30;1,30;0,00;1,70;2,96;0,65;1,36;0,00;0,68;1,53;0,48;0,00;1,19;1;1;1;0;1;1;1;0;1
47;40;2;36,0;0;0,00;730;316;512;1;0;0;1;0;3;5;0,00;0,00;0,00;0,00;16,22;0,00;0,00;13,00;13,60;0,00;0,00;0,00;0,00;4,90;8,10;5,50;8,10;0,00;0,00;0,00;0,00;4,13;0,00;0,00;12,53;12,53;0,00;0,00;1,10;0,00;0,00;5,50;5,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
48;40;4;200,0;1;1,00;815;511;701;0;4;0;3;4;8;6;20,23;20,23;18,10;0,00;33,33;18,33;24,03;17,62;19,48;4,33;14,00;10,03;14,00;3,62;14,00;5,48;14,00;11,77;11,77;8,88;0,00;8,88;7,20;7,20;8,40;8,40;0,50;0,00;0,60;1,30;1,30;1,80;1,80;2,52;0,41;2,04;0,00;0,68;1,36;0,44;1,80;1,12;1;1;1;0;1;1;1;1;1
49;40;2;47,0;1;1,00;755;504;101;1;1;0;1;1;3;4;10,88;0,00;0,00;8,10;11,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,40;0,00;0,00;14,40;6,97;0,00;0,00;0,00;0,00;0,00;3,20;0,20;0,00;0,00;0,00;0,00;3,23;0,00;0,00;0,85;1,36;0,00;0,00;0,00;0,00;1;0;0;1;1;0;0;0;0
50;40;4;200,0;1;1,00;815;511;701;0;4;0;3;4;8;6;20,23;20,23;18,10;0,00;33,33;18,33;24,03;17,62;19,48;4,33;14,00;10,03;14,00;3,62;14,00;5,48;14,00;11,77;11,77;8,88;0,00;8,88;7,20;7,20;8,40;8,40;0,50;0,00;0,60;1,30;1,30;1,80;1,80;2,52;0,41;2,04;0,00;0,68;1,36;0,44;1,80;1,12;1;1;1;0;1;1;1;1;1
51;45;4;50,0;1;0,50;750;320;701;1;1;3;1;2;8;5;17,53;17,53;20,92;0,00;43,32;21,20;29,17;20,33;24,27;7,20;14,00;15,17;14,00;6,33;14,00;10,27;14,00;11,77;11,77;8,22;0,00;8,22;7,20;7,20;7,73;7,73;0,60;0,00;0,70;1,30;1,30;1,90;1,90;3,54;0,92;2,04;0,00;0,78;1,84;0,48;1,46;1,05;1;1;1;0;1;1;1;1;1
52;45;4;50,0;1;0,50;750;320;701;1;1;3;1;2;8;5;17,53;17,53;20,92;0,00;43,32;21,20;29,17;20,33;24,27;7,20;14,00;15,17;14,00;6,33;14,00;10,27;14,00;11,77;11,77;8,22;0,00;8,22;7,20;7,20;7,73;7,73;0,60;0,00;0,70;1,30;1,30;1,90;1,90;3,54;0,92;2,04;0,00;0,78;1,84;0,48;1,46;1,05;1;1;1;0;1;1;1;1;1
53;45;3;160,0;0;1,00;810;417;700;0;1;1;2;1;3;4;0,00;0,00;19,48;12,90;29,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,83;17,52;9,83;0,00;0,00;0,00;0,00;0,80;1,30;0,90;0,00;0,00;0,00;0,00;0,00;0,00;2,04;0,44;0,68;0,00;0,00;0,00;0,00;0;0;1;1;1;0;0;0;0
54;44;6;100,0;1;0,00;730;411;512;1;0;3;2;0;3;5;0,00;0,00;0,00;0,00;18,77;0,00;0,00;15,40;15,87;0,00;0,00;0,00;0,00;2,70;12,70;3,17;12,70;0,00;0,00;0,00;0,00;9,72;0,00;0,00;12,12;12,12;0,00;0,00;0,50;0,00;0,00;5,50;3,40;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
55;48;5;20,0;1;0,00;800;312;512;1;0;2;1;0;3;5;0,00;0,00;0,00;0,00;15,33;0,00;0,00;11,10;12,98;0,00;0,00;0,00;0,00;3,90;7,20;5,78;7,20;0,00;0,00;0,00;0,00;11,03;0,00;0,00;15,97;19,43;0,00;0,00;2,70;0,00;0,00;5,50;5,90;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
56;45;1;60,0;1;1,00;805;712;31;1;1;0;1;1;3;4;0,00;0,00;13,88;14,00;28,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,28;15,48;14,28;0,00;0,00;0,00;0,00;0,40;1,30;0,70;0,00;0,00;0,00;0,00;0,00;0,00;2,04;0,44;0,68;0,00;0,00;0,00;0,00;0;0;1;1;1;0;0;0;0
57;40;4;19,0;1;0,00;755;311;512;1;0;1;1;1;3;5;0,00;0,00;0,00;0,00;14,07;0,00;0,00;11,10;11,93;0,00;0,00;0,00;0,00;3,90;7,20;4,73;7,20;0,00;0,00;0,00;0,00;5,88;0,00;0,00;13,08;13,08;0,00;0,00;2,70;0,00;0,00;5,50;5,90;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
58;40;4;19,0;1;0,00;755;311;512;1;0;1;1;1;3;5;0,00;0,00;0,00;0,00;14,07;0,00;0,00;11,10;11,93;0,00;0,00;0,00;0,00;3,90;7,20;4,73;7,20;0,00;0,00;0,00;0,00;5,88;0,00;0,00;13,08;13,08;0,00;0,00;2,70;0,00;0,00;5,50;5,90;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
59;44;3;27,0;1;0,00;750;311;512;1;0;0;1;0;3;8;0,00;0,00;0,00;0,00;14,83;0,00;0,00;11,42;12,38;0,00;0,00;0,00;0,00;4,22;7,20;5,18;7,20;0,00;0,00;0,00;0,00;5,40;0,00;0,00;13,92;13,92;0,00;0,00;2,70;0,00;0,00;5,50;5,90;0,00;0,00;0,00;0,00;1,36;0,00;0,00;1,87;2,21;0;0;0;0;1;0;0;1;1
60;65;3;60,0;1;0,00;720;411;513;1;0;2;1;0;3;5;0,00;0,00;0,00;0,00;18,98;0,00;0,00;15,85;16,12;0,00;0,00;0,00;0,00;2,25;13,60;2,52;13,60;0,00;0,00;0,00;0,00;12,00;0,00;0,00;14,03;14,03;0,00;0,00;0,50;0,00;0,00;5,50;3,40;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
